left_boundary,right_boundary,top_boundary,bottom_boundary,landing_left,landing_right,landing_speed,landing_angle
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,9.7594024883728
44.99989711914063,15.000102880859375,5.75,28.0,21.499897119140627,-8.499897119140625,4.9979423828125,9.639705226338267
44.99964017419433,15.000359825805669,5.75,28.0,21.499640174194333,-8.499640174194331,4.9948611010742185,9.459857082662486
44.99915226107574,15.000847738924257,5.75,28.0,21.499152261075743,-8.499152261075743,4.990241737628174,9.310534000166518
44.998369528388594,15.001630471611408,5.75,28.0,21.498369528388594,-8.498369528388592,4.984345346257125,9.146321694786884
44.99722175802057,15.002778241979428,5.75,28.0,21.497221758020572,-8.497221758020572,4.977044592639507,8.989964531612532
44.99564209076266,15.004357909237344,5.75,28.0,21.495642090762658,-8.495642090762656,4.968406654841718,8.830070690243476
44.993562155102204,15.006437844897796,5.75,28.0,21.493562155102204,-8.493562155102204,4.958401286791008,8.672344922575196
44.990914506607176,15.009085493392824,5.75,28.0,21.490914506607176,-8.490914506607176,4.947047030099386,8.513929432475697
44.987631405916304,15.012368594083696,5.75,28.0,21.487631405916304,-8.487631405916304,4.934337986182448,8.356254842317055
44.983645430481324,15.016354569518676,5.75,28.0,21.483645430481324,-8.483645430481324,4.920280491300461,8.383248590609838
44.97896812298198,15.02103187701802,5.750793892996658,27.999206107003342,21.478968122981982,-8.47896812298198,4.905115920126686,7.948551481413265
44.97341360447108,15.026586395528923,5.753511437552316,27.996488562447684,21.473413604471077,-8.473413604471077,4.876326681454629,7.398878503713745
44.96674683166848,15.03325316833152,5.758936472440443,27.991063527559557,21.46674683166848,-8.46674683166848,4.828096697950391,6.678660713018894
44.9586598353656,15.0413401646344,5.767622433214402,27.982377566785598,21.4586598353656,-8.4586598353656,4.762643370626042,5.799323070703171
44.94877660580362,15.051223394196377,5.779893068258158,27.970106931741842,21.448776605803623,-8.448776605803623,4.684883062371035,4.895433169910259
44.93671063453886,15.063289365461138,5.79590048070704,27.95409951929296,21.436710634538862,-8.436710634538862,4.599088580421526,4.028460286980221
44.92209119905365,15.077908800946354,5.815852688682977,27.934147311317023,21.422091199053646,-8.422091199053646,4.505300698597217,3.223530400879114
44.90457410676736,15.095425893232637,5.840070239204401,27.9099297607956,21.404574106767363,-8.404574106767363,4.402224699264366,2.484711287536059
44.88384343444046,15.116156565559544,5.868871858571993,27.881128141428007,21.383843434440458,-8.383843434440456,4.2902693318388305,1.8153990730226752
44.85961298037718,15.140387019622821,5.902688030459384,27.847311969540616,21.35961298037718,-8.359612980377179,4.167978753821842,1.2528889638326017
44.831642212067244,15.168357787932756,5.94189062860228,27.80810937139772,21.331642212067244,-8.331642212067244,4.036836964786987,0.6831464049984461
44.799687504363916,15.200312495636084,5.986736098380593,27.763263901619407,21.299687504363916,-8.299687504363916,3.8986881451574176,0.1352303002876365
44.76351456523592,15.236485434764077,6.037366251942817,27.712633748057183,21.263514565235923,-8.263514565235923,3.755509104108456,-0.42222924122306793
44.72288502182433,15.277114978175668,6.093808841372276,27.656191158627724,21.222885021824332,-8.222885021824332,3.609097314786254,-0.9735234154800505
44.67756313761619,15.322436862383812,6.156034804489632,27.593965195510368,21.17756313761619,-8.177563137616188,3.4603709961086384,-1.4929502921198043
44.627326802735595,15.372673197264405,6.224015224426449,27.52598477557355,21.127326802735595,-8.127326802735595,3.3094347883596935,-1.909511140047007
44.57199789340343,15.428002106596573,6.2977213288986285,27.45227867110137,21.071997893403427,-8.071997893403427,3.1567552474670793,-2.1694378343919105
44.511465263492255,15.488534736507747,6.377124489483485,27.372875510516515,21.011465263492255,-8.011465263492253,3.0030962772503695,-2.1657190397395656
44.44573050317974,15.554269496820263,6.462196220900463,27.287803779099537,20.94573050317974,-7.945730503179737,2.8498131988474165,-2.215498213019435
44.3747723266093,15.625227673390697,6.5529081802954,27.1970918197046,20.874772326609303,-7.874772326609303,2.6966352959662703,-2.2439992453680677
44.298578546578,15.701421453422,6.649232166528417,27.100767833471583,20.798578546578,-7.798578546578,2.5436773469858958,-2.283068095601445
44.217132457024086,15.782867542975916,6.751140119465305,26.998859880534695,20.717132457024086,-7.717132457024084,2.390885485425208,-2.29437420089457
44.13042922339286,15.86957077660714,6.858604119272552,26.891395880727448,20.63042922339286,-7.630429223392859,2.2384090109733155,-2.3475098682349618
44.03844612457186,15.961553875428137,6.971596385715809,26.77840361428419,20.538446124571863,-7.538446124571863,2.0860238336803825,-2.374002624415299
43.941171832108424,16.058828167891576,7.090032601959663,26.659967398040337,20.441171832108424,-7.441171832108424,1.934747952130372,-2.413750604285209
43.838589349541124,16.161410650458876,7.213772197250645,26.536227802749355,20.338589349541124,-7.338589349541124,1.7853676308201192,-2.402009274616061
43.73070369752905,16.26929630247095,7.342675303689056,26.407324696310944,20.23070369752905,-7.2307036975290515,1.6381359480464894,-2.3768749162640983
43.61752562366626,16.38247437633374,7.476546077212468,26.27345392278753,20.11752562366626,-7.1175256236662605,1.4939674612436686,-2.2291962309340736
43.499118276195475,16.500881723804525,7.61535967948544,26.13464032051456,19.999118276195475,-6.999118276195475,1.3509170406213529,-2.025220663369957
43.37556887622525,16.624431123774748,7.759091396364241,25.99090860363576,19.875568876225252,-6.875568876225252,1.2093134832892591,-1.6926233437860834
43.24701964425418,16.75298035574582,7.907716637275836,25.842283362724164,19.74701964425418,-6.7470196442541805,1.0698922520428469,-1.3915092212812237
43.11359933838738,16.88640066161262,8.061210934600066,25.688789065399934,19.61359933838738,-6.613599338387379,0.9324957367620579,-1.047254977859998
