left_boundary,right_boundary,top_boundary,bottom_boundary,landing_left,landing_right,landing_speed,landing_angle
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.751360648018977,27.998639351981023,21.5,-8.5,4.972787039620536,10.0
45.0,15.0,5.755775841849193,27.994224158150807,21.5,-8.5,4.9116961233956475,10.0
45.0,15.0,5.764760765304565,27.985239234695435,21.5,-8.5,4.820301530892508,9.983214127095776
44.999992822265625,15.000007177734377,5.779539648768779,27.97046035123122,21.499992822265625,-8.499992822265623,4.704422295855264,9.918910245645181
44.999950970092776,15.000049029907224,5.800990548460199,27.9490094515398,21.499950970092776,-8.499950970092776,4.570981189607773,9.649119198480346
44.999759079300844,15.000240920699156,5.829306806306633,27.920693193693367,21.499759079300844,-8.499759079300844,4.4336618393569625,9.191791081450672
44.99922159379543,15.000778406204567,5.864454095517285,27.885545904482715,21.499221593795433,-8.499221593795433,4.296972026295992,8.465680906721152
44.99802802475114,15.001971975248855,5.906398260935344,27.843601739064656,21.498028024751143,-8.498028024751145,4.160777116689225,7.685537143363847
44.99584477827391,15.004155221726087,5.9552753446864735,27.794724655313527,21.495844778273913,-8.495844778273913,4.021483596214139,6.878407624048084
44.99232672120747,15.007673278792533,6.011050682179,27.738949317821,21.49232672120747,-8.492326721207467,3.8822764209469183,6.1819087529671055
44.98717602668767,15.01282397331233,6.073689782144225,27.676310217855775,21.48717602668767,-8.48717602668767,3.742989817306282,5.4710028417229575
44.98008870731835,15.019911292681648,6.143158325769775,27.606841674230225,21.48008870731835,-8.480088707318352,3.6034172205991,4.763482424370429
44.97076222335971,15.029237776640288,6.219422165837351,27.53057783416265,21.470762223359714,-8.470762223359712,3.4633599504263772,4.061633352083548
44.95889646017126,15.04110353982874,6.302447325864751,27.44755267413525,21.45889646017126,-8.45889646017126,3.322624247985016,3.3642985209126355
44.94419323342756,15.055806766572438,6.392199999252163,27.357800000747837,21.444193233427562,-8.444193233427562,3.181019268176261,2.7279981069104835
44.92638045746584,15.07361954253416,6.488646548432804,27.261353451567196,21.42638045746584,-8.42638045746584,3.0384463467633296,2.073961817295105
44.90517846266241,15.094821537337587,6.591753504027697,27.158246495972303,21.405178462662413,-8.405178462662413,2.8947143779818187,1.436023847178454
44.88031446312622,15.119685536873781,6.701487564004765,27.048512435995235,21.38031446312622,-8.380314463126219,2.7496860315069633,0.814012726110029
44.85152248337713,15.148477516622869,6.817815592842113,26.932184407157887,21.35152248337713,-8.351522483377131,2.6032364830001415,0.2639272818732046
44.81856730376199,15.181432696238012,6.940704620695424,26.809295379304576,21.318567303761988,-8.318567303761988,2.4553776680852204,-0.16407764006274483
44.78126590695077,15.218734093049228,7.07012184256962,26.67987815743038,21.28126590695077,-8.281265906950772,2.3062879499320323,-0.42264588115323853
44.73950772769838,15.26049227230162,7.206034617494609,26.54396538250539,21.23950772769838,-8.23950772769838,2.156338422224928,-0.5526649852769054
44.693237169099085,15.306762830900915,7.348410467705126,26.401589532294874,21.193237169099085,-8.193237169099085,2.0058826131055696,-0.6123466268898916
44.642428710944735,15.357571289055265,7.497217077824747,26.252782922175253,21.142428710944735,-8.142428710944735,1.8551688989508284,-0.6566901769415114
44.587063391682044,15.412936608317956,7.6524222940539275,26.097577705946073,21.087063391682044,-8.087063391682044,1.7043071913902073,-0.7533542416432848
44.52709987720918,15.47290012279082,7.813994123362114,25.936005876637886,21.02709987720918,-8.02709987720918,1.5531997972651777,-0.9075457533793418
44.46247223436197,15.537527765638032,7.981900732683918,25.76809926731608,20.962472234361968,-7.962472234361968,1.4017025318113072,-1.1053268454038836
44.393095890824675,15.606904109175323,8.156110448119275,25.593889551880725,20.893095890824675,-7.893095890824677,1.2496879066044895,-1.370343350043317
44.31885752403813,15.681142475961872,8.336591754137608,25.413408245862392,20.81885752403813,-7.818857524038128,1.0969326459710942,-1.712985426475191
44.2396106183088,15.760389381691198,8.523313292786,25.226686707214,20.739610618308802,-7.739610618308802,0.9431536847991175,-2.07191102150051
44.15520169501832,15.84479830498168,8.716243862901315,25.033756137098685,20.65520169501832,-7.65520169501832,0.7882511368279443,-2.399416379369246
44.06549071101976,15.934509288980237,8.915352419326204,24.834647580673796,20.565490711019763,-7.565490711019763,0.6322876517979035,-2.702646055645083
43.970348003585244,16.029651996414756,9.120608072129123,24.629391927870877,20.470348003585244,-7.470348003585244,0.4753113793090682,-3.000469625622456
43.86964622166854,16.13035377833146,9.331980085828192,24.418019914171808,20.36964622166854,-7.369646221668541,0.3173094462095243,-3.3002516898241154
43.76325717676022,16.23674282323978,9.549437878618921,24.20056212138108,20.26325717676022,-7.26325717676022,0.15824327245085357,-3.598305051753126
43.65105341955373,16.348946580446267,9.772951021605842,23.97704897839416,20.151053419553733,-7.151053419553731,-0.001911963205582623,-3.890882340445563
43.53290984234247,16.46709015765753,10.002489238037995,23.747510761962005,20.03290984234247,-7.032909842342468,-0.16316560412800118,-4.179870931566487
43.40870287196724,16.591297128032757,10.23802240254814,23.51197759745186,19.908702871967243,-6.908702871967243,-0.3255325770839015,-4.475526690963436
43.278306084349936,16.721693915650064,10.479520540395889,23.27047945960411,19.778306084349936,-6.778306084349936,-0.48906814695696177,-4.722347399079284
43.14161393755708,16.858386062442918,10.726953826714556,23.023046173285444,19.641613937557082,-6.641613937557082,-0.6535997089745589,-4.841895724927383
42.99857531204711,17.00142468795289,10.980292585761791,22.76970741423821,19.49857531204711,-6.498575312047109,-0.8186106665894775,-4.879303805924801
42.849174211912604,17.150825788087396,11.23950729017394,22.51049270982606,19.349174211912604,-6.3491742119126044,-0.9837430327473138,-4.873759124623948
42.6934130080907,17.3065869919093,11.50456856022419,22.24543143977581,19.1934130080907,-6.193413008090699,-1.1487894579892028,-4.850537649398964
42.5313016302158,17.4686983697842,11.775447163084337,21.974552836915663,19.0313016302158,-6.0313016302158005,-1.3136460567240027,-4.791275444236762
42.36286541914265,17.63713458085735,12.052114012090342,21.697885987909658,18.86286541914265,-5.862865419142651,-1.4781263507156321,-4.351342425238016
42.18829249272317,17.81170750727683,12.334540166011475,21.415459833988525,18.68829249272317,-5.688292492723171,-1.6404891102191197,-3.597345077308063
42.007905264496024,17.992094735503976,12.62269682832316,21.12730317167684,18.507905264496024,-5.507905264496024,-1.7992297840882276,-2.5079559007527124
41.8221695634464,18.1778304365536,12.916555346483442,20.83344465351656,18.3221695634464,-5.3221695634463995,-1.9527139834672012,-1.190146777133391
41.63164889222324,18.36835110777676,13.216087211213079,20.53391278878692,18.13164889222324,-5.1316488922232395,-2.099787719410684,0.2460343350177876
41.43695737000856,18.563042629991443,13.52126405577922,20.22873594422078,17.936957370008557,-4.936957370008557,-2.2398258344139252,1.6755667626461541
41.238706272969196,18.761293727030804,13.832057655282693,19.917942344717307,17.738706272969196,-4.738706272969196,-2.3728192428577364,3.138596300118053
41.037521200825985,18.962478799174015,14.1484399259488,19.6015600740512,17.537521200825985,-4.537521200825983,-2.4986178578485303,4.62056159844378
40.834035850338395,19.165964149661605,14.470382924421735,19.279617075578265,17.334035850338395,-4.334035850338395,-2.617180111532104,6.094949394064853
40.62888067808281,19.37111932191719,14.797858847062464,18.952141152937536,17.12888067808281,-4.128880678082808,-2.72862535287135,7.608781861168476
40.42270300740065,19.57729699259935,15.130840029250137,18.619159970749863,16.92270300740065,-3.9227030074006475,-2.832897282079606,9.132766583592886
40.21615450279525,19.78384549720475,15.469298944687033,18.280701055312967,16.71615450279525,-3.7161545027952485,-2.9301127909619913,9.346539492481085
40.00988542160585,19.99011457839415,15.813208204706903,17.936791795293097,16.50988542160585,-3.5098854216058513,-3.0204865932717784,7.828001904115679
39.8045450991104,20.1954549008896,16.16254055758683,17.58745944241317,16.3045450991104,-3.304545099110401,-3.1042640828433026,6.3121824919408756
39.6007817082793,20.3992182917207,16.51726888786251,17.23273111213749,16.1007817082793,-3.1007817082792997,-3.181728613029481,4.798793540201207
39.39924238280428,20.60075761719572,16.877366215646973,16.872633784353027,15.89924238280428,-2.89924238280428,-3.25319780910246,3.6417875579326537
39.20042186499981,20.79957813500019,17.242805695952665,16.507194304047335,15.70042186499981,-2.700421864999811,-3.3204714305411844,2.72519523952787
39.00471209493534,20.995287905064657,17.613560618016987,16.136439381983013,15.504712094935343,-2.5047120949353427,-3.384784465532981,2.078248895947744
38.81238971053346,21.18761028946654,17.989604404631145,15.760395595368855,15.31238971053346,-2.312389710533459,-3.4474097566801714,1.6743802484172452
38.623627408316466,21.376372591683534,18.37079726046792,15.37920273953208,15.123627408316468,-2.1236274083164677,-3.5073897307989395,1.3971369177111743
38.438543739103636,21.561456260896364,18.756830062670048,14.993169937329952,14.938543739103634,-1.9385437391036344,-3.5621793717559918,1.343770419769342
38.2571615227119,21.742838477288103,19.146998287496203,14.603001712503795,14.757161522711897,-1.7571615227118969,-3.6053646543809847,1.3920942426908347
