left_boundary,right_boundary,top_boundary,bottom_boundary,landing_left,landing_right,landing_speed,landing_angle
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,10.0
45.0,15.0,5.75,28.0,21.5,-8.5,5.0,9.994404709031926
44.999997607421875,15.000002392578123,5.75,28.0,21.499997607421875,-8.499997607421877,4.9999521484375,9.594355393042022
44.99982175891113,15.000178241088868,5.75,28.0,21.499821758911132,-8.499821758911132,4.996483029785156,9.02883929992817
44.99923063658172,15.00076936341828,5.75,28.0,21.49923063658172,-8.49923063658172,4.988177553411865,8.27330112817343
44.99790116802997,15.002098831970033,5.75,28.0,21.49790116802997,-8.497901168029967,4.973410628964981,7.35168416566902
44.99543926462015,15.004560735379847,5.75,28.0,21.495439264620153,-8.495439264620153,4.950761931803511,6.263622547382356
44.991379665038515,15.008620334961485,5.75,28.0,21.491379665038515,-8.491379665038515,4.918808008367237,5.132811718766824
44.985238828166736,15.014761171833264,5.75,28.0,21.485238828166736,-8.485238828166736,4.877183262564456,3.9926307765788183
44.976529206172835,15.023470793827165,5.75,28.0,21.476529206172835,-8.476529206172835,4.825807560121936,2.8655806345005947
44.96476886602936,15.03523113397064,5.75,28.0,21.46476886602936,-8.46476886602936,4.76479319713039,1.7291874267545992
44.949471879561024,15.050528120438976,5.75,28.0,21.449471879561024,-8.449471879561024,4.694060270633337,0.5835208619576324
44.930148353252534,15.069851646747468,5.75,28.0,21.430148353252534,-8.430148353252532,4.613529473830281,-0.54904956693378
44.90631399357052,15.09368600642948,5.75,28.0,21.40631399357052,-8.40631399357052,4.523312806359733,-1.702122510609966
44.8774757399901,15.122524260009897,5.75,28.0,21.377475739990103,-8.377475739990103,4.423234928391607,-2.842061514534578
44.843146148133464,15.156853851866536,5.75,28.0,21.343146148133464,-8.343146148133464,4.313408162867191,-3.985717640825161
44.8028361841602,15.1971638158398,5.75,28.0,21.3028361841602,-8.3028361841602,4.193800720534732,-5.113465483680889
44.75606361670206,15.243936383297944,5.75,28.0,21.256063616702058,-8.256063616702056,4.064548650837125,-6.21277635283845
44.70235837420187,15.297641625798128,5.75,28.0,21.20235837420187,-8.202358374201872,3.925895149996335,-6.898315318098543
44.64142731631333,15.358572683686669,5.75,28.0,21.141427316313333,-8.141427316313331,3.7813788422292385,-7.520452421426654
44.57300441368557,15.426995586314433,5.75,28.0,21.073004413685567,-8.073004413685567,3.6315419474447137,-7.870589400686416
44.496939945762115,15.503060054237883,5.75,28.0,20.996939945762115,-7.996939945762117,3.4787106415308644,-8.187992370489965
44.41309818923444,15.58690181076556,5.75,28.0,20.91309818923444,-7.913098189234439,3.3231648694464617,-8.341919526618724
44.32141332397832,15.67858667602168,5.75,28.0,20.82141332397832,-7.8214133239783195,3.1663026948775475,-8.31981638716314
44.221894801421435,15.778105198578565,5.75,28.0,20.721894801421435,-7.721894801421435,3.0096295488623106,-8.285068415923025
44.1145574799932,15.885442520006798,5.75,28.0,20.614557479993202,-7.614557479993202,2.853253571435273,-8.256729730503277
43.99941347747609,16.00058652252391,5.75,28.0,20.49941347747609,-7.499413477476088,2.6971199496577034,-8.225257248886894
43.87647625168159,16.123523748318412,5.75,28.0,20.376476251681588,-7.376476251681588,2.541255484109844,-8.195430346572863
43.74575855676214,16.25424144323786,5.75,28.0,20.24575855676214,-7.245758556762141,2.3856461016109987,-8.164855221863448
43.60727346681433,16.392726533185673,5.75,28.0,20.107273466814327,-7.107273466814325,2.230298201043894,-8.134730646163497
43.46103386327744,16.538966136722557,5.75,28.0,19.961033863277443,-6.961033863277441,2.075207929262336,-8.104456107398068
43.30705269171582,16.692947308284182,5.75,28.0,19.807052691715818,-6.807052691715816,1.9203765687674594,-8.074332236512287
43.14534283326734,16.854657166732657,5.75,28.0,19.645342833267343,-6.6453428332673425,1.7658028310304794,-8.044208341363895
42.97591716908028,17.024082830919717,5.75,28.0,19.475917169080283,-6.475917169080285,1.6114867162588928,-8.014159768084681
42.79878854809486,17.201211451905138,5.75,28.0,19.298788548094862,-6.29878854809486,1.4574275802915393,-7.984148655304072
42.61396980323297,17.38603019676703,5.75,28.0,19.11396980323297,-6.113969803232967,1.3036251027619872,-7.954193840056121
42.421473743343334,17.578526256656666,5.75,28.0,18.921473743343334,-5.921473743343334,1.1500788022073585,-7.924285763079961
42.22131315728917,17.778686842710833,5.75,28.0,18.721313157289167,-5.721313157289165,0.9967882789166547,-7.89442908716034
42.01350081195427,17.986499188045727,5.75,28.0,18.513500811954273,-5.513500811954271,0.8437530933022144,-7.864621352402249
41.79804945329496,18.201950546705042,5.75,28.0,18.298049453294958,-5.298049453294956,0.6909728268136783,-7.834863666400292
41.57497180586638,18.425028194133617,5.75,28.0,18.074971805866383,-5.074971805866385,0.5384470514284114,-7.805155350235271
41.34428057311288,18.655719426887117,5.75,28.0,17.844280573112883,-4.844280573112883,0.3861753449299741,-7.775496619942192
41.1059884372756,18.8940115627244,5.75,28.0,17.6059884372756,-4.605988437275599,0.23415728325436813,-7.745887243538874
40.86010805949167,19.139891940508328,5.75,28.0,17.360108059491672,-4.360108059491672,0.08239244432153559,-7.716327213631686
40.606652079797406,19.393347920202594,5.75,28.0,17.106652079797406,-4.106652079797406,-0.06911959388535305,-7.686816410551202
40.345633117179425,19.654366882820575,5.75,28.0,16.845633117179425,-3.8456331171794247,-0.22037925235969613,-7.657354771065062
40.077063769601715,19.922936230398285,5.75,28.0,16.577063769601715,-3.5770637696017147,-0.3713869515541246,-7.627942203880465
39.800956614044686,20.199043385955314,5.75,28.0,16.300956614044686,-3.3009566140446864,-0.522143111140525,-7.598578631963065
39.517324206538085,20.482675793461915,5.75,28.0,16.017324206538085,-3.017324206538083,-0.6726481501319741,-7.569263971341858
39.226179082196914,20.773820917803086,5.75,28.0,15.726179082196914,-2.7261790821969143,-0.8229024868234198,-7.539998141724105
38.92753375525576,21.07246624474424,5.75,28.0,15.427533755255759,-2.4275337552557588,-0.9729065388231373,-7.510781061178669
38.62140071910382,21.378599280896182,5.75,28.0,15.121400719103818,-2.121400719103818,-1.122660723038721,-7.481612648798439
38.307792446319525,21.692207553680475,5.75,28.0,14.807792446319523,-1.8077924463195227,-1.2721654556858324,-7.35693574480241
37.98676224945354,22.01323775054646,5.750453622000556,27.999546377999444,14.486762249453541,-1.486762249453541,-1.4206103470848905,-7.201640999635728
37.6583765334189,22.341623466581098,5.752095597403393,27.997904402596607,14.158376533418902,-1.1583765334189025,-1.567796421290879,-7.045257539013065
37.322702168669565,22.677297831330435,5.75554363294874,27.99445636705126,13.822702168669565,-0.822702168669565,-1.7138414666714317,-6.889809394769948
36.97980562571289,23.020194374287108,5.761185426851519,27.98881457314848,13.479805625712892,-0.479805625712892,-1.8588590599335033,-6.734282212697671
36.62975340885327,23.37024659114673,5.769350063333331,27.98064993666667,13.129753408853269,-0.12975340885326858,-2.0029484024150683,-6.579183367495148
36.2726118392358,23.7273881607642,5.780194954687985,27.969805045312015,12.7726118392358,0.22738816076419965,-2.1461237721528947,-6.424258100970754
35.908447163782384,24.091552836217616,5.793820050645568,27.956179949354432,12.408447163782384,0.5915528362176161,-2.2883895090190522,-6.247164767979935
35.53733510860574,24.46266489139426,5.810268125685312,27.93973187431469,12.037335108605738,0.9626648913942626,-2.429527486184967,-6.047851602903606
35.15936090114471,24.84063909885529,5.829525064911792,27.920474935088208,11.659360901144709,1.3406390988552914,-2.5692887701332268,-5.826487464552898
34.774619197959275,25.225380802040725,5.851576824004088,27.898423175995912,11.274619197959275,1.7253808020407249,-2.707462831544352,-5.582955624534057
34.383214134644255,25.616785865355745,5.876409428862864,27.873590571137136,10.883214134644255,2.1167858653557436,-2.8438404331732494,-5.255646812806562
33.98528567030231,26.01471432969769,5.904008975259284,27.845991024740716,10.48528567030231,2.514714329697689,-2.9776888306031095,-4.926107578375365
33.58097471777751,26.419025282222492,5.934418303987897,27.815581696012103,10.080974717777508,2.919025282222492,-3.109058480618817,-4.5086330422074
33.17045979154722,26.829540208452777,5.96762336613704,27.78237663386296,9.670459791547223,3.3295402084527765,-3.2371131061843226,-3.928357239637098
32.75398902083291,27.24601097916709,6.003610183039616,27.746389816960384,9.253989020832911,3.746010979167089,-3.360453429094685,-3.0209028435201866
32.33195043827665,27.66804956172335,6.042364845921853,27.707635154078147,8.83195043827665,4.16804956172335,-3.4762843053122783,-1.8861497632382633
31.904829270725934,28.095170729274066,6.083873515553847,27.666126484446153,8.404829270725934,4.5951707292740664,-3.582667683756787,-0.4859168727470955
31.47322426569948,28.52677573430052,6.128122421901864,27.621877578098136,7.9732242656994785,5.0267757343005215,-3.6773462781401545,0.9353556624689396
31.037743167387326,28.962256832612674,6.175097863782309,27.57490213621769,7.537743167387326,5.462256832612674,-3.7601479240255564,2.370619075246249
